;simu;n_obs;mutation_rate;c;ageing;replicate;last_time_step;mean_choice_last_step;n_repro_last_step;mean_demos;mean_n_obs;tradition_duration
247;3;5;0.1;0.5;0.1;47;102;0.4732143;197;223.9412;5;1
248;3;5;0.1;0.5;0.1;48;106;0.4390244;229;222.3491;5;5
249;3;5;0.1;0.5;0.1;49;120;0.536036;210;221.9833;5;19
250;3;5;0.1;0.5;0.1;50;101;0.5288889;201;222.4158;5;0
251;3;5;0.1;0.5;0.1;51;103;0.522449;210;224.1456;5;2
252;3;5;0.1;0.5;0.1;52;101;0.4843049;251;222.7822;5;0
253;3;5;0.1;0.5;0.1;53;112;0.3628319;206;224.2857;5;11
254;3;5;0.1;0.5;0.1;54;102;0.495283;235;223;5;1
255;3;5;0.1;0.5;0.1;55;101;0.4243697;238;222.9604;5;0
256;3;5;0.1;0.5;0.1;56;101;0.4497817;228;223.802;5;0
257;3;5;0.1;0.5;0.1;57;114;0.3733906;218;223.8509;5;13
258;3;5;0.1;0.5;0.1;58;103;0.4509804;238;224.8058;5;2
259;3;5;0.1;0.5;0.1;59;103;0.5954545;219;222.3689;5;2
260;3;5;0.1;0.5;0.1;60;101;0.5211864;236;222.6238;5;0
261;3;5;0.1;0.5;0.1;61;101;0.56621;219;225.4455;5;0
262;3;5;0.1;0.5;0.1;62;101;0.4788732;222;223.1683;5;0
263;3;5;0.1;0.5;0.1;63;107;0.4017857;226;224.3925;5;6
264;3;5;0.1;0.5;0.1;64;101;0.587156;219;223.2475;5;0
265;3;5;0.1;0.5;0.1;65;101;0.4615385;217;224.7327;5;0
266;3;5;0.1;0.5;0.1;66;101;0.5086207;219;225.4455;5;0
267;3;5;0.1;0.5;0.1;67;101;0.6320755;209;222.3168;5;0
268;3;5;0.1;0.5;0.1;68;101;0.472103;237;225.4851;5;0
269;3;5;0.1;0.5;0.1;69;101;0.3508772;240;224.6337;5;0
270;3;5;0.1;0.5;0.1;70;105;0.5070423;223;223.1429;5;4
271;3;5;0.1;0.5;0.1;71;101;0.4867257;231;222.297;5;0
272;3;5;0.1;0.5;0.1;72;101;0.5185185;218;225.7228;5;0
273;3;5;0.1;0.5;0.1;73;115;0.6036866;222;222.6261;5;14
274;3;5;0.1;0.5;0.1;74;101;0.3911111;236;224.901;5;0
275;3;5;0.1;0.5;0.1;75;103;0.4697674;233;222.9612;5;2
276;3;5;0.1;0.5;0.1;76;103;0.4454545;240;225.0971;5;2
277;3;5;0.1;0.5;0.1;77;123;0.589372;235;222.252;5;22
278;3;5;0.1;0.5;0.1;78;127;0.4285714;224;223.9213;5;26
279;3;5;0.1;0.5;0.1;79;101;0.5411255;223;225.0693;5;0
280;3;5;0.1;0.5;0.1;80;101;0.4146341;219;225.0792;5;0
281;3;5;0.1;0.5;0.1;81;101;0.4549356;216;224.4158;5;0
282;3;5;0.1;0.5;0.1;82;101;0.5201613;253;223.5347;5;0
283;3;5;0.1;0.5;0.1;83;119;0.4652174;211;223.6639;5;18
284;3;5;0.1;0.5;0.1;84;107;0.5067873;213;223.3364;5;6
285;3;5;0.1;0.5;0.1;85;127;0.6147186;223;221.9606;5;26
286;3;5;0.1;0.5;0.1;86;109;0.5767442;221;224.2294;5;8
287;3;5;0.1;0.5;0.1;87;101;0.573913;207;224.7624;5;0
288;3;5;0.1;0.5;0.1;88;115;0.4912281;215;223.2957;5;14
289;3;5;0.1;0.5;0.1;89;101;0.4411765;207;222.9208;5;0
290;3;5;0.1;0.5;0.1;90;105;0.4778761;225;224.5333;5;4
291;3;5;0.1;0.5;0.1;91;101;0.529703;225;222.604;5;0
292;3;5;0.1;0.5;0.1;92;112;0.660793;214;224.4554;5;11
293;3;5;0.1;0.5;0.1;93;107;0.5555556;215;223.5888;5;6
294;3;5;0.1;0.5;0.1;94;102;0.5528846;229;223.6078;5;1
295;3;5;0.1;0.5;0.1;95;108;0.4898785;239;223.963;5;7
296;3;5;0.1;0.5;0.1;96;102;0.5152838;248;224.8333;5;1
297;3;5;0.1;0.5;0.1;97;111;0.55;235;223.0631;5;10
298;3;5;0.1;0.5;0.1;98;105;0.4347826;224;223.2857;5;4
299;3;5;0.1;0.5;0.1;99;101;0.4811321;226;223.2376;5;0
300;3;5;0.1;0.5;0.1;100;101;0.4392523;245;225.5644;5;0
301;4;7;0.1;0.5;0.1;1;120;0.4423963;237;224.7833;7;19
302;4;7;0.1;0.5;0.1;2;104;0.6206897;211;224.2692;7;3
303;4;7;0.1;0.5;0.1;3;103;0.4590909;215;225.3786;7;2
304;4;7;0.1;0.5;0.1;4;101;0.5045455;213;223.4851;7;0
305;4;7;0.1;0.5;0.1;5;101;0.5583333;211;223.7921;7;0
306;4;7;0.1;0.5;0.1;6;102;0.4366812;233;225.8333;7;1
307;4;7;0.1;0.5;0.1;7;102;0.52;238;223.4608;7;1
308;4;7;0.1;0.5;0.1;8;101;0.4798206;221;223.5941;7;0
309;4;7;0.1;0.5;0.1;9;104;0.5327869;230;224.5481;7;3
310;4;7;0.1;0.5;0.1;10;101;0.5333333;207;225.0495;7;0
311;4;7;0.1;0.5;0.1;11;101;0.5852535;237;224.0891;7;0
312;4;7;0.1;0.5;0.1;12;101;0.4866071;220;223.9406;7;0
313;4;7;0.1;0.5;0.1;13;104;0.5745614;211;224.7308;7;3
314;4;7;0.1;0.5;0.1;14;101;0.5345622;227;223.4653;7;0
315;4;7;0.1;0.5;0.1;15;112;0.44;219;223.2143;7;11
316;4;7;0.1;0.5;0.1;16;105;0.5238095;205;222.819;7;4
317;4;7;0.1;0.5;0.1;17;101;0.5497382;226;224.9109;7;0
318;4;7;0.1;0.5;0.1;18;101;0.4813084;212;222.9901;7;0
319;4;7;0.1;0.5;0.1;19;131;0.6190476;219;224.0687;7;30
320;4;7;0.1;0.5;0.1;20;102;0.5958333;215;224.0882;7;1
321;4;7;0.1;0.5;0.1;21;103;0.5162602;217;223.8738;7;2
322;4;7;0.1;0.5;0.1;22;101;0.5409091;200;222.9505;7;0
323;4;7;0.1;0.5;0.1;23;101;0.5915493;205;224.0198;7;0
324;4;7;0.1;0.5;0.1;24;101;0.4700461;208;223.5545;7;0
325;4;7;0.1;0.5;0.1;25;101;0.6311111;206;223.8119;7;0
326;4;7;0.1;0.5;0.1;26;101;0.442623;228;223.396;7;0
327;4;7;0.1;0.5;0.1;27;101;0.5089286;248;222.9406;7;0
328;4;7;0.1;0.5;0.1;28;102;0.4693878;191;224.6078;7;1
329;4;7;0.1;0.5;0.1;29;101;0.5196507;221;223.2079;7;0
330;4;7;0.1;0.5;0.1;30;101;0.4849785;239;223.6535;7;0
331;4;7;0.1;0.5;0.1;31;102;0.5285714;245;225.6275;7;1
332;4;7;0.1;0.5;0.1;32;101;0.4647303;218;224.1386;7;0
333;4;7;0.1;0.5;0.1;33;101;0.5488372;223;223.7822;7;0
334;4;7;0.1;0.5;0.1;34;106;0.5141509;204;221.3113;7;5
335;4;7;0.1;0.5;0.1;35;101;0.4678112;211;222.703;7;0
336;4;7;0.1;0.5;0.1;36;117;0.6061947;229;224.0427;7;16
337;4;7;0.1;0.5;0.1;37;101;0.436019;214;221.4158;7;0
338;4;7;0.1;0.5;0.1;38;101;0.4458333;255;225.0891;7;0
339;4;7;0.1;0.5;0.1;39;101;0.4675926;227;224;7;0
340;4;7;0.1;0.5;0.1;40;120;0.4780702;228;224.575;7;19
341;4;7;0.1;0.5;0.1;41;102;0.5990338;238;224.9902;7;1
342;4;7;0.1;0.5;0.1;42;104;0.4619048;204;225.0385;7;3
343;4;7;0.1;0.5;0.1;43;102;0.6121495;254;222.8824;7;1
344;4;7;0.1;0.5;0.1;44;101;0.5429864;228;222.4257;7;0
345;4;7;0.1;0.5;0.1;45;101;0.4863636;210;224.8317;7;0
346;4;7;0.1;0.5;0.1;46;104;0.546729;226;222.7115;7;3
347;4;7;0.1;0.5;0.1;47;103;0.537037;232;225.0388;7;2
348;4;7;0.1;0.5;0.1;48;101;0.5280374;222;223.9703;7;0
349;4;7;0.1;0.5;0.1;49;101;0.4541667;243;224.7723;7;0
350;4;7;0.1;0.5;0.1;50;102;0.5141509;249;224.1961;7;1
